YEAR,MO,DY,T2M_MIN,T2M_MAX,RH2M,PRECTOTCORR,WS10M
2011,6,8,26.01,28.56,85.94,18.41,3.02
2011,6,9,25.65,30.31,81.06,12.56,3.84
2011,6,10,25.24,29.51,82.25,10.77,4.59
2011,6,11,25.03,29.35,81.38,1.42,4.98
2011,6,12,25.17,28.31,84.69,5.59,4.14
2011,6,13,25.3,28.9,82.94,13.01,4.52
2011,6,14,24.6,29.49,82.56,7.09,4.15
2011,6,15,25.26,29.48,82.12,5.07,5.25
2011,6,16,25.04,28.61,85.12,3.03,4.38
2011,6,17,25.87,29.33,84.31,7.37,4.59
2011,6,18,25.08,28.88,85.31,10.33,4.3
2011,6,19,25.01,29.45,83.44,8.25,4.91
2011,6,20,25.52,29.6,83.69,6.53,4.95
2011,6,21,25.4,30.28,78.19,0.69,4.97
2011,6,22,24.73,30.31,79.94,0.64,3.98
2011,6,23,25.76,30.66,81.62,0.22,5.06
2011,6,24,25.97,29.83,83.31,0.5,5.7
2011,6,25,25.94,30.36,82.62,0.58,6.23
2011,6,26,25.61,28.86,87.5,10.84,5.02
2011,6,27,26.24,29.3,83.44,9.7,4.68
2011,6,28,25.09,30.49,81.69,6.24,3.73
2011,6,29,25.67,29.89,84.69,3.71,3.82
2011,6,30,25.62,29.37,85.06,10.99,4.02
2011,7,1,24.93,28.52,85.25,22.48,4.38
2011,7,2,24.84,27.82,85.88,22.84,3.77
2011,7,3,24.71,28.35,87.25,10.97,3.83
2011,7,4,24.58,29.63,84,1.31,2.83
2011,7,5,25.47,29.47,85.25,0.6,3.06
2011,7,6,25.12,30.67,81.88,2.51,3.25
2011,7,7,25.47,31.16,82,1.44,3.91
2011,7,8,25.7,30.05,83.94,1.56,3.95
2011,7,9,25.58,30.74,82.69,1.91,4.62
2011,7,10,25.51,29.06,86.12,1.7,3.74
2011,7,11,25.05,30.1,82.94,1.44,3.62
2011,7,12,25.81,28.08,87.94,6.92,3.63
2011,7,13,25.3,29.02,86,1.68,3.38
2011,7,14,25.12,29.64,84.06,7.39,4.55
2011,7,15,25.19,29.01,84.25,6.17,5.3
2011,7,16,24.9,28.43,86.06,3.82,4.5
2011,7,17,25.36,28.86,85.06,1.21,4.77
2011,7,18,25.44,28.91,84.88,0.15,4.58
2011,7,19,25.66,29.19,86.56,2.67,4.3
2011,7,20,25.76,29.2,86.44,5.87,4.36
2011,7,21,24.99,28.64,85.69,7.19,3.61
2011,7,22,24.07,27.65,85.38,3.65,3.57
2011,7,23,24.08,29.98,81,4.23,4.74
2011,7,24,24.83,29.68,83.38,3.67,3.63
2011,7,25,25.3,28.12,88.44,18.57,3.44
2011,7,26,24.94,27.68,88.38,3.65,3.92
2011,7,27,24.64,29.54,84,2.14,4.38
2011,7,28,24.08,29,84.31,6.49,3.83
2011,7,29,24.62,28.04,88.94,6.34,5.06
2011,7,30,25.32,28.19,88.62,3.21,6.03
2011,7,31,25.45,27.62,88.44,15.18,6.05
2011,8,1,25.31,29.83,86.19,17.74,4.95
2011,8,2,24.71,29.66,82.25,5.42,4.71
2011,8,3,25.19,30.11,85.12,0.55,4.06
2011,8,4,25.3,30.22,79.5,0.3,3.62
2011,8,5,25.26,31.15,81.75,2.79,3.56
2011,8,6,25.83,29.76,85,6.79,3.55
2011,8,7,25.95,30.48,81.88,2.43,3.94
2011,8,8,25.09,30.57,80.06,1.68,4.09
2011,8,9,24.81,30.23,81.12,9.22,4.06
2011,8,10,24.9,28.24,86.19,25.25,4.48
2011,8,11,24.87,27.94,86.31,18.91,5.34
2011,8,12,24.72,28.87,83.94,9.95,3.52
2011,8,13,24.68,29.56,83.31,7.17,3.09
2011,8,14,25.58,28.07,87.25,8.21,2.8
2011,8,15,25.2,28.45,87.44,25.51,3.34
2011,8,16,24.65,27.94,87.5,25.12,3.88
2011,8,17,24.86,28.32,87.12,10.82,3.43
2011,8,18,24.87,29.69,83.81,7.15,4.03
2011,8,19,24.4,28.03,84.56,3.27,3.16
2011,8,20,24.99,29.49,81.81,6.58,2.66
2011,8,21,24.95,30.1,79.69,4.61,2.78
2011,8,22,25.12,30.44,80.75,1.19,3.2
2011,8,23,25.46,30.37,82.38,0.83,3.9
2011,8,24,25.17,29.79,83.69,4.94,3.18
2011,8,25,25.68,28.71,85.19,13.79,2.97
2011,8,26,25.07,28.97,87,15.76,2.95
2011,8,27,25.26,27.72,89.06,38.83,3.76
2011,8,28,24.57,29.16,87.19,32.84,4.06
2011,8,29,24.76,27.76,88.75,14.3,5.09
2011,8,30,24.58,29.13,86.12,3.03,4.01
2011,8,31,25.11,28.49,87.19,7.23,4.12
2011,9,1,24.9,28.87,86.88,4.16,3.82
2011,9,2,24.78,28.6,86.06,8.88,3.93
2011,9,3,24.37,29.22,85.88,2.96,3.98
2011,9,4,24.77,29.05,86.25,10.21,3.9
2011,9,5,25.05,28.87,86.94,9.9,3.3
2011,9,6,24.51,29.62,84.31,5.44,3.46
2011,9,7,24.58,29.53,83.75,4.78,3.63
2011,9,8,24.82,27.22,91,9.13,3.67
2011,9,9,25.03,29.01,86.88,13.96,4.27
2011,9,10,24.83,27.11,90.69,38.54,6.31
2011,9,11,25.06,27,91.06,56.95,6.96
2011,9,12,25.35,28.26,89.06,23.96,5.91
2011,9,13,25.23,28.37,88.69,3.49,4.29
2011,9,14,24.94,29.21,85,1.06,3.45
2011,9,15,25.2,29.35,85.81,3.7,3.42
2011,9,16,24.64,29.07,85.81,1.69,3.92
2011,9,17,24.68,27.98,88.31,0.95,4.02
2011,9,18,25.01,29.31,86.06,1.58,3.82
2011,9,19,24.5,29.24,84.44,5.69,3.91
2011,9,20,24.55,27.66,87.5,6.24,3.87
2011,9,21,24.44,26.64,88.94,9.31,4.57
2011,9,22,23.39,26.54,86.88,17.27,3.13
2011,9,23,24.18,27.44,90.38,46.15,3.66
2011,9,24,23.41,28.26,85.5,17.31,3.93
2011,9,25,23.52,29.5,82.12,1.56,3.02
2011,9,26,24.39,28.82,86.44,6.9,4.01
2011,9,27,24.36,26.91,91.56,32.22,4.27
2011,9,28,24.37,28.49,86.81,9.67,4.83
2011,9,29,24.58,29.04,87,4.12,4.73
2011,9,30,25.08,28.86,88.88,1.54,4.61
2011,10,1,25.21,28.8,88.56,1.17,3.51
2011,10,2,25.09,28.55,89.38,3.93,3.24
2011,10,3,24.69,26.94,89.81,16.62,3.02
2011,10,4,23.96,27.44,89.94,12.05,3.96
2011,10,5,23.53,28.13,87.44,11.24,1.78
2011,10,6,24.44,27.9,88.38,25.49,1.69
2011,10,7,24.22,25.49,91.75,31.32,1.66
2011,10,8,23.73,29.31,85.44,10.45,1.7
2011,10,9,24.41,28.76,87.62,6.6,1.85
2011,10,10,24.12,26.08,90.81,12.88,2.2
2011,10,11,23.87,29.28,85.44,3.41,1.31
2011,10,12,24.63,26.82,91.88,9.35,2.15
2011,10,13,24.45,27.87,89.19,14.23,3.71
2011,10,14,25.02,27.42,90.62,8.75,3.53
2011,10,15,24.99,27.83,89.81,10.96,2.99
2011,10,16,24.87,27.27,89,7.25,1.91
2011,10,17,24.47,28.86,88.25,5.31,2.17
2011,10,18,24.19,29.44,89.31,2.88,3.7
2011,10,19,23.68,29.76,86.38,2.22,3.62
2011,10,20,24.38,28.55,90.06,11,2.98
2011,10,21,24.23,27.75,89.5,6.76,2.45
2011,10,22,24.01,29.22,87.44,1.08,2.82
2011,10,23,24.25,30.51,83.38,1.23,1.78
2011,10,24,23.23,30.63,83.56,4.41,2.4
2011,10,25,24.19,29.68,89.25,1.66,3.22
2011,10,26,24.19,27.82,88.25,1.72,2.95
2011,10,27,24.03,28.51,86.88,2.7,2.34
2011,10,28,23.85,28.9,87.81,0.98,3.72
2011,10,29,23.54,29.4,87.44,0.59,3.8
2011,10,30,22.84,29.63,86.75,2.69,3.6
2011,10,31,23.31,28.86,87.75,0.72,3.61
2011,11,1,23.44,29.73,86.19,0.09,3.7
2011,11,2,23.4,29.52,86.56,1.49,3.95
2011,11,3,23.01,29.9,83.75,0.65,3.98
2011,11,4,22.55,30.12,83.69,0.02,3.47
2011,11,5,22.34,29.91,83.94,0.03,3.18
2011,11,6,23.1,29.9,85,0.92,2.85
2011,11,7,24.5,29.98,83.69,1.92,2.69
2011,11,8,24.55,29.42,85.38,2.95,2.88
2011,11,9,24.08,29.55,83.38,1.92,3.15
2011,11,10,21.82,28.14,84.25,3.6,3.28
2011,11,11,20.55,28.69,82.12,0.57,3.03
2011,11,12,21.19,28.92,80.44,0,3.14
2011,11,13,21.92,29.24,82.06,0.01,3.31
2011,11,14,22.34,29.19,83.25,0.09,3.52
2011,11,15,22.65,29.37,83.94,0.01,4.15
2011,11,16,21.86,29.83,84.38,0.03,3.83
2011,11,17,22.75,30.12,83.75,0.04,3.43
2011,11,18,22.56,30.45,78.12,0,2.08
2011,11,19,22.72,30.79,80.25,0,2.35
2011,11,20,23.41,28.83,81.06,0,4.09
2011,11,21,21.8,29.69,84.75,0.04,4.59
2011,11,22,23.28,29.28,87.94,0.28,4.25
2011,11,23,23.51,29.48,85.94,0.9,5.06
2011,11,24,21.82,27.58,83.62,0.03,5.52
2011,11,25,20.84,28.71,83.06,0,5.09
2011,11,26,21.82,29.68,84.75,0.02,4.3
2011,11,27,21.97,29.73,85.31,0.02,3.88
2011,11,28,22.08,30.4,80.38,0,2.56
2011,11,29,22.36,30.64,78.25,0.03,2.45
2011,11,30,22.01,30.7,76.31,0.04,2.89
2011,12,1,20.98,30.3,77.12,0.01,3.56
2011,12,2,20.57,27.57,79.19,0,4.75
2011,12,3,19.42,27.42,77.75,0,4.29
2011,12,4,19.94,28.22,78.25,0,3.82
2011,12,5,20.11,28.63,77.69,0,3.7
2011,12,6,19.87,29.08,80.69,0,4.1
2011,12,7,21.67,29.05,84.88,0.18,3.7
2011,12,8,23.21,29.12,86.38,0.39,3.36
2011,12,9,20.44,27.78,78.06,0.22,5.79
2011,12,10,17.89,26.94,76.69,0,6.46
2011,12,11,15.66,25.22,75.69,0,6.08
2011,12,12,15.49,25.17,75.19,0,5.51
2011,12,13,16.66,26.77,75.81,0,4.81
2011,12,14,18.83,27.93,77.81,0.07,4.48
2011,12,15,20.65,29.17,79.38,0.02,4.57
2011,12,16,20.37,26.79,79.06,0,5.34
2011,12,17,18.83,26.47,76.81,0,5.67
2011,12,18,19.21,27.76,76.69,0,5.74
2011,12,19,18.7,27.95,76.62,0,5.3
2011,12,20,19.6,28.13,76.94,0,4.67
2011,12,21,19.79,29.26,78.19,0.14,4.32
2011,12,22,21.62,28.73,78.81,0.01,4.1
2011,12,23,20.23,29.55,77.62,0.02,4.64
2011,12,24,19.8,27.95,70.31,0.02,6.89
2011,12,25,16.55,25.46,70.5,0,6.28
2011,12,26,16.2,26.75,69.44,0,5.46
2011,12,27,16.87,28.87,73.19,0,4.37
2011,12,28,19.15,30.19,76.5,0,3.91
2011,12,29,20.44,30.66,75.75,0,3.92
2011,12,30,20.75,30.81,73.38,0,4.2
2011,12,31,20.96,30.44,73.88,0,4.35
2012,1,1,21.28,30.39,75.44,0.01,3.51
2012,1,2,22.28,30.69,73.88,0.14,2.99
2012,1,3,23.36,28.29,79.75,3.63,1.02
2012,1,4,23.84,29.44,82.25,7.06,1.76
2012,1,5,22.66,30.19,75.44,0.99,2.27
2012,1,6,21.95,30.94,69.44,0.29,2.23
2012,1,7,20.86,31.44,71,0,3.82
2012,1,8,20.43,29.01,69.56,0,4.89
2012,1,9,19.3,30.3,68.25,0,4.7
2012,1,10,20.14,30.57,67.38,0,4.6
2012,1,11,20.83,30.78,67.56,0.01,4.58
2012,1,12,20.88,28.47,70.56,0.09,4.38
2012,1,13,20.94,31.36,68.62,0.03,3.45
2012,1,14,21.69,30.7,72.88,0.04,2.95
2012,1,15,23.71,29.71,78.88,0.43,2.31
2012,1,16,23.26,30.83,76.19,0.35,1.35
2012,1,17,24.4,30.73,77.62,1.19,1.72
2012,1,18,24.05,31.78,77.5,0.59,2.62
2012,1,19,24.69,28.52,84.38,3.15,2.14
2012,1,20,24.23,29.25,82.81,2.48,2.53
2012,1,21,23.85,30.82,79.81,0.68,3.22
2012,1,22,23.67,31.83,74.19,0.02,2.4
2012,1,23,24.94,30.91,73.88,1.02,1.15
2012,1,24,24.01,30.65,74.25,0.28,2.3
2012,1,25,24.6,32.3,69.75,0.06,1.91
2012,1,26,23.22,31.86,70.75,2.65,2.18
2012,1,27,24.44,31.48,73.5,4.92,1.83
2012,1,28,24.57,31.5,72.75,0.14,1.76
2012,1,29,25.08,29.15,77.31,5.35,1.49
2012,1,30,23.23,25.73,85.75,3.97,3.01
2012,1,31,21.97,29.6,79.12,3.11,3.91
2012,2,1,21.49,32.53,70.06,0.24,3.43
2012,2,2,23.61,31.94,72.31,2.04,2.38
2012,2,3,24.54,30.14,75.69,3.42,1.52
2012,2,4,24.3,29.67,78.62,1.36,2.03
2012,2,5,24.3,31.31,76.44,0.37,2.1
2012,2,6,24.08,32.71,74.38,0,2.7
2012,2,7,24.06,33.42,73.5,0,3
2012,2,8,23.7,33.67,75.31,0.12,2.71
2012,2,9,24.65,31.51,77.5,0.17,3.31
2012,2,10,24.21,32.73,71.81,0.03,3.12
2012,2,11,24.41,33.59,69.69,0.01,2.38
2012,2,12,24.31,32.93,70.62,0.21,2.28
2012,2,13,24.61,33.87,68.88,0.56,2.01
2012,2,14,24.57,34.01,71.06,0.37,2.58
2012,2,15,24.87,33.67,70.62,0.06,2.62
2012,2,16,24.96,34.7,70.12,0.22,2.51
2012,2,17,25.2,30.68,77.38,9.61,1.68
2012,2,18,22.87,26.95,82.94,22.34,3.28
2012,2,19,22.12,30,66.06,0.01,3.13
2012,2,20,20.22,32.16,60.25,0,3.29
2012,2,21,21.73,33.67,60.12,0,2.05
2012,2,22,24.4,34.82,64.75,0,2.32
2012,2,23,25.21,32.74,73.44,0.94,3.09
2012,2,24,25.33,33.46,74.94,0.2,3.12
2012,2,25,25.3,32.29,77.31,0.07,3.02
2012,2,26,25.66,32.86,74.38,0.01,3.03
2012,2,27,25.73,31.62,79.88,0.44,4.24
2012,2,28,25.53,31.9,77.44,0.14,4.18
2012,2,29,25.15,33.41,69.62,0.06,3.69
2012,3,1,25.25,33.15,72.06,0.07,3.21
2012,3,2,25.57,31.73,75.75,1.86,3.4
2012,3,3,25.6,32.99,74.69,0.49,3.8
2012,3,4,25.35,31.83,75.06,2.3,3.35
2012,3,5,24.61,34.22,69.94,0.01,3.32
2012,3,6,24.76,33.62,72.06,0,3.96
2012,3,7,25.29,33.39,71.69,0.64,3.53
2012,3,8,25.8,29.19,82.5,5.97,3.04
2012,3,9,25.1,31.86,76,0.93,3.06
2012,3,10,25.82,31.08,77.56,9.56,2.91
2012,3,11,24.87,30.41,76.62,1.44,2.48
2012,3,12,23.88,34.65,66.06,1.13,3.82
2012,3,13,25.27,34.22,69.12,0.23,2.9
2012,3,14,26.13,31.67,75.12,1.49,1.92
2012,3,15,25.8,30.58,79,1.55,2.45
2012,3,16,25.33,30.67,76.44,0.23,3.17
2012,3,17,25.86,30.84,77.81,0.28,3.95
2012,3,18,25.87,31.49,77.44,4.45,3.76
2012,3,19,25.37,32.95,74.06,1.37,3.67
2012,3,20,25.67,33.8,70.5,0.09,3.6
2012,3,21,25.08,34.91,64.38,0.01,3.38
2012,3,22,24.24,34.76,63.69,0,3.34
2012,3,23,24.85,34.72,66.94,0,3.29
2012,3,24,24.15,31.9,71.94,3.72,2.83
2012,3,25,23.61,30.69,71.69,1.88,2.95
2012,3,26,25.89,30.55,73.75,4.12,1.85
2012,3,27,25.12,32.73,69.5,1.37,3.32
2012,3,28,25.74,34.56,66.38,0.31,2.38
2012,3,29,26.67,34.05,64.81,0.29,2.12
2012,3,30,26.01,34.82,64.12,0.08,2.45
2012,3,31,27.28,33.15,70.5,5.82,2.23
2012,4,1,24.15,29.95,64.25,0.77,2.71
2012,4,2,24.33,33.53,59.44,0.06,2.31
2012,4,3,26.19,34.62,66.38,4.25,2.01
2012,4,4,25.98,29.61,81.62,2.38,3.7
2012,4,5,25.45,30.85,76.44,2.13,1.92
2012,4,6,25.82,31.03,77.31,0.54,2.4
2012,4,7,25.47,34.94,63.31,2.24,2.41
2012,4,8,24.9,32.4,68.38,0.9,2.6
2012,4,9,26.37,34.01,67,1.62,2.05
2012,4,10,26.04,34.07,67,1.07,2.38
2012,4,11,26.51,34.23,67.5,0.37,3.52
2012,4,12,26.59,32.79,71.31,0.08,3.8
2012,4,13,26.55,31.12,77.25,0.52,3.05
2012,4,14,26.56,31.83,74,1.52,2.55
2012,4,15,26.44,31.86,76.5,0.46,2.84
2012,4,16,26.55,31.36,76.31,0.27,3.34
2012,4,17,26.69,33.06,70.62,0.32,3.81
2012,4,18,26.98,32.58,71.12,0.75,3.88
2012,4,19,26.89,33.61,71.62,0.35,3.76
2012,4,20,26.62,34.37,69.94,0.1,4.08
2012,4,21,27.52,33.94,73.88,0.2,4.28
2012,4,22,26.78,33.92,73.69,1,4.27
2012,4,23,27.65,31.95,75.75,2,4.02
2012,4,24,27.56,32.12,77.25,0.87,4.1
2012,4,25,27.62,33.99,69.75,0.03,3.9
2012,4,26,27.91,32.37,74.5,0.34,3.38
2012,4,27,28.03,32.6,74,1.12,4.23
2012,4,28,27.83,31.05,79.5,0.72,5.22
2012,4,29,27.73,32.26,76.62,2.68,3.8
2012,4,30,27.62,34.52,67.31,1.71,3.45
2012,5,1,27.89,32.91,72.81,1.43,3.12
2012,5,2,27.62,31.45,76.38,2.1,3.49
2012,5,3,27.23,32.58,74.56,1.79,2.97
2012,5,4,26.87,31.49,76.94,8.63,3.37
2012,5,5,26.52,29.61,85,15.17,4.01
2012,5,6,26.04,29.83,79.25,3.35,3.77
2012,5,7,26.35,31.07,77.69,11.19,4.07
2012,5,8,25.78,31.91,71.81,16.92,3.06
2012,5,9,26.37,32.69,70.94,4.37,2.85
2012,5,10,26.94,32.26,72.31,2,2.51
2012,5,11,27.23,33.5,71.44,0.72,2.76
2012,5,12,27.21,33.31,70.88,2.32,3.53
2012,5,13,27.01,32.62,72.5,1.52,3.95
2012,5,14,26.94,32.94,71.38,0.89,4.5
2012,5,15,27.36,32.17,74.81,19.92,3.74
2012,5,16,26.46,29.65,85.69,18.69,3.62
2012,5,17,25.76,30.3,80.69,17.83,4.09
2012,5,18,25.83,31.05,77.75,5.5,3.7
2012,5,19,26.11,31.19,78.81,11.74,4.48
2012,5,20,25.59,32.19,75.75,3.15,4.55
2012,5,21,26.69,32.21,75.31,2.37,4.26
2012,5,22,26.3,32.47,74.19,2.84,4.43
2012,5,23,26.58,30.79,80.81,2.6,4.39
2012,5,24,26.69,29.36,86.75,4.33,4.65
2012,5,25,26.18,30.12,83.38,4.28,3.88
2012,5,26,26.05,30.83,81.06,9.34,4.59
2012,5,27,26.48,30.77,81,6.18,5.27
2012,5,28,26.01,29.45,84.69,3.93,5.4
2012,5,29,25.98,29.54,82.25,2.96,5.41
2012,5,30,25.96,29.81,81.94,4.72,4.38
2012,5,31,25.57,31.19,79.44,1.31,3.67
2012,6,1,26.38,29.47,86,15.44,3.52
2012,6,2,25.54,30.83,83.5,7.39,3.44
2012,6,3,25.77,30.61,81.69,3.29,4.66
2012,6,4,25.86,30.3,81.75,3.75,4.8
2012,6,5,25.72,29.81,85.56,17.01,4.13
2012,6,6,26.15,29.48,86.88,14.91,4.38
2012,6,7,25.82,28.33,90.19,18.78,4.05
2012,6,8,26.11,30.05,85.69,3.98,5.5
2012,6,9,26.06,29.9,83.5,7.01,6.44
2012,6,10,26.25,29.65,84.19,5.83,6.76
2012,6,11,25.76,29.23,83.69,2.2,5.43
2012,6,12,25.38,29.9,81,7.84,5.4
2012,6,13,25.4,30.98,79.44,0.78,3.88
2012,6,14,26.03,30.06,81.31,0.29,4.26
2012,6,15,25.96,30.78,78.94,2.65,4.77
2012,6,16,25.78,29.76,83.44,3.25,5.52
2012,6,17,26.13,28.84,85.5,5.64,5.11
2012,6,18,25.95,30.79,77.75,1.54,5.74
2012,6,19,26,30.79,77.31,0.46,5.42
2012,6,20,25.29,30.79,79.12,0.62,5.31
2012,6,21,25.51,30.67,79.19,1.25,4.32
2012,6,22,25.69,30.5,80.06,0.33,3.83
2012,6,23,25.44,30.88,79.56,0.31,3.69
2012,6,24,25.76,29.58,81.44,0.27,3.53
2012,6,25,25.76,30.62,80.31,1.95,4.17
2012,6,26,25.85,29.05,84.06,6.14,3.99
2012,6,27,25.07,30.67,74.62,4.13,4.41
2012,6,28,25.16,31.82,74.69,0.36,4.34
2012,6,29,25.44,30.43,79.06,0.43,5.02
2012,6,30,26.07,29.39,81.56,1.36,5.09
2012,7,1,25.22,30.33,77.81,4.2,4.56
2012,7,2,25.51,30.37,80.94,6.73,3.52
2012,7,3,25.58,31.69,78.31,7.59,3.94
2012,7,4,25.44,29.71,81.81,15.47,4.09
2012,7,5,25.39,29.09,83.44,12.27,4.1
2012,7,6,25.62,28.78,84.75,4.42,4.51
2012,7,7,25.11,29.72,83.19,8.56,4
2012,7,8,25.55,27.82,88.81,6.77,3.51
2012,7,9,24.95,28.57,86.06,7.19,2.69
2012,7,10,25,29.6,85.12,6.95,2.28
2012,7,11,25.19,29.83,85.12,10.88,3.48
2012,7,12,25.6,27.44,90.62,40.99,4.05
2012,7,13,24.94,28.83,86.5,16.37,4.49
2012,7,14,24.62,29.65,84.06,4.07,4.24
2012,7,15,25.14,30.43,81.56,0.97,3.83
2012,7,16,25.28,30.12,83.38,0.33,3.42
2012,7,17,25.51,31.08,80.5,1.03,4
2012,7,18,25.44,29.96,83.06,2.28,4.47
2012,7,19,24.54,28.87,83.31,1.69,3.54
2012,7,20,24.89,29.15,83.44,11.15,3.84
2012,7,21,24.75,30.49,80.69,4.69,4.14
2012,7,22,25.22,31.47,80,0.32,4.4
2012,7,23,25.37,30.59,82.38,0.43,5.02
2012,7,24,25.55,29.32,84.06,1.99,5.62
2012,7,25,24.74,29.56,80.5,3.51,5.66
2012,7,26,25.34,29.46,84.12,13.64,5.09
2012,7,27,24.45,29.19,83.62,3.78,4.82
2012,7,28,24.65,28.92,83.31,15.24,4.55
2012,7,29,24.73,30.45,78.44,9.87,5.48
2012,7,30,24.37,29.93,78.06,9.61,5.32
2012,7,31,24.87,29.91,74.75,1.59,5.8
2012,8,1,24.86,29.24,77.31,7.3,5.69
2012,8,2,24.62,29.24,76.81,5.42,5.71
2012,8,3,24.8,28.93,80.06,1.13,4.98
2012,8,4,25.02,30.15,76.69,0.02,4.56
2012,8,5,24.76,31.19,79.62,0.44,4.39
2012,8,6,25.33,30.24,78.31,1.96,4.56
2012,8,7,24.4,30.25,75.62,2.19,4.81
2012,8,8,25.36,29.06,80.31,2.58,4.32
2012,8,9,24.8,28.83,83.5,6.38,4.85
2012,8,10,24.65,30.44,79.75,3.32,5.04
2012,8,11,25.16,30.12,81.62,0.26,3.97
2012,8,12,24.81,30.38,83.25,7.42,3.66
2012,8,13,24.91,29.75,82.5,1.82,4.23
2012,8,14,25.05,30.53,81.69,5.01,4.47
2012,8,15,24.82,30.78,80.62,1.82,3.73
2012,8,16,24.55,29,82,11.43,3.59
2012,8,17,24.58,30.83,80.19,3.06,4.27
2012,8,18,25.37,29.79,81.81,2.5,4.88
2012,8,19,24.97,30.05,81.75,5.14,3.6
2012,8,20,24.89,31.43,76.44,1.41,2.88
2012,8,21,25.32,31.19,79.44,1.39,3.37
2012,8,22,24.55,26.8,89.06,2.34,3.88
2012,8,23,24.82,29.16,85.25,1.47,3.18
2012,8,24,24.02,30.07,81.44,3.24,3.67
2012,8,25,25.04,30,83.25,4.78,3.75
2012,8,26,25.15,30.13,83.12,6.93,3.39
2012,8,27,24.76,29.58,82.5,13.43,4.2
2012,8,28,24.61,29.43,83.5,3.47,4.35
2012,8,29,25.15,28.7,85.19,1.9,3.8
2012,8,30,25.23,29.47,83.44,1.41,3.95
2012,8,31,24.71,29.58,81.06,3.12,4.05
2012,9,1,24.68,29.19,83.88,4.31,3.79
2012,9,2,24.9,29.08,86.38,7.73,4.23
2012,9,3,24.85,30.73,80.5,6.65,4.01
2012,9,4,24.87,28.76,86.44,4.15,3.91
2012,9,5,24.7,28.46,86.81,19.75,3.78
2012,9,6,25.16,27.3,93.94,50.17,3.88
2012,9,7,25.02,28.76,88.5,9.47,4.98
2012,9,8,25.01,29.05,85.75,0.85,3.82
2012,9,9,25.3,28.51,84.44,0.11,2.26
2012,9,10,24.8,29.87,83.12,7.43,2.47
2012,9,11,25.15,29.32,85.94,4.67,2.95
2012,9,12,24.7,28.78,85.75,3.22,3.53
2012,9,13,24.76,26.87,89.81,6.59,3.37
2012,9,14,24.25,26.98,88.94,22.97,4.04
2012,9,15,23.86,27.84,87.25,34.33,2.5
2012,9,16,24.46,27.85,90.75,28.74,2.73
2012,9,17,24.74,27.07,91.31,15.55,4.3
2012,9,18,24.68,29.33,85.88,22.11,2.92
2012,9,19,25.1,27.32,89.81,10.63,3.12
2012,9,20,24.58,27.8,89,15.64,3.22
2012,9,21,24.83,28.71,87.69,24.55,2.98
2012,9,22,25.37,28.03,89.44,4.19,3.38
2012,9,23,24.9,30,87.06,7.08,3.11
2012,9,24,25.2,27.9,89.31,11.11,2.84
2012,9,25,25.26,29,87.38,5.62,2.52
2012,9,26,25.65,29.37,84.06,6.71,1.42
2012,9,27,24.89,28.15,89.5,28.75,2.48
2012,9,28,24.26,26.48,87.94,23.32,2.52
2012,9,29,23.75,27.23,87.62,22.8,2.28
2012,9,30,24.15,28,89.06,19.56,2.34
2012,10,1,24.26,28.39,86.38,7,2.3
2012,10,2,25.18,29.65,84.56,4.58,1.87
2012,10,3,24.99,29.82,85.5,12.93,2.29
2012,10,4,25.51,30.58,83.56,6.38,3.06
2012,10,5,25.54,29.77,83.69,10.86,2.76
2012,10,6,24.99,26.58,90.56,18.19,2.91
2012,10,7,23.97,27.34,89.75,14.25,3.31
2012,10,8,22.64,26.75,87.88,13.01,2.46
2012,10,9,24.05,27.73,90.88,13.17,2.16
2012,10,10,24.4,30.56,80.25,4.05,1.03
2012,10,11,24.23,30.94,79.69,2.25,1.55
2012,10,12,24.66,31.04,77.06,1.34,0.99
2012,10,13,25.26,31.37,75.44,2.41,1.27
2012,10,14,26.23,29.49,76.31,1.97,0.95
2012,10,15,24.83,28.83,79.94,7.19,1.24
2012,10,16,24.68,29.95,78.62,3.74,1.45
2012,10,17,24.96,30.57,79.12,12.87,2.16
2012,10,18,23.61,29.77,83.56,1.92,2.74
2012,10,19,22.98,30.92,79.06,0.65,2.51
2012,10,20,23.94,31.15,76.06,0.42,2.12
2012,10,21,24.87,31.33,79.06,0.19,2.03
2012,10,22,24.69,30.63,83.62,0.55,2.77
2012,10,23,24.96,26.89,90.62,7.05,2.27
2012,10,24,24.52,28,86.69,4.18,2.17
2012,10,25,24.33,30.61,83.69,2.9,2.1
2012,10,26,24.2,31.17,81.69,0.88,2.45
2012,10,27,23.53,30.58,81.69,0.33,2.86
2012,10,28,24.86,30.82,78.38,0.1,1.94
2012,10,29,26.61,30.66,77.12,4.12,1.12
2012,10,30,26.23,30.52,80,12.5,1.29
2012,10,31,24.8,26.05,91.88,8.8,3.2
2012,11,1,22.98,28.8,83.94,0.2,3.2
2012,11,2,23.51,29.53,79.56,0.24,2.49
2012,11,3,23.77,30.32,74.25,0.29,1.51
2012,11,4,25.6,31.08,73.12,1.76,1.21
2012,11,5,24.58,31.07,74,2.93,1.07
2012,11,6,25.56,29.61,80.06,3.43,1.34
2012,11,7,25.12,30.9,76.88,1.12,1.03
2012,11,8,26,30.97,78,0.54,1.41
2012,11,9,25.51,31.23,79.62,1.09,1.65
2012,11,10,26.7,30.85,76.56,0.42,0.95
2012,11,11,25.95,30.41,80.75,6.28,1.78
